SequenceID	Annotation	Length	BlastEvalue
seq_1228	U1-L8	25	8.23e-09
seq_1228	U1-L7	25	8.23e-09
seq_1228	U1-L4	25	8.23e-09
seq_1231	U4-L128	25	8.23e-09
seq_1240	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_1241	chr1.tRNA68-GlyGCC-tRF5	25	8.23e-09
seq_1253	LSU-rRNA_Hsa-L254	25	8.23e-09
seq_1278	hsa-mir-601	25	8.23e-09
seq_1288	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_1288	SSU-rRNA_Hsa-L24	25	8.23e-09
seq_1302	U6-L1289	25	8.23e-09
seq_1311	E2	25	8.23e-09
seq_1314	U81	25	8.23e-09
seq_1340	U6-L1002	25	8.23e-09
seq_1340	U6-L990	25	8.23e-09
seq_1340	U6-L569	25	8.23e-09
seq_1340	U6-L411	25	8.23e-09
seq_1340	U6-L208	25	8.23e-09
seq_1374	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_1374	SSU-rRNA_Hsa-L73	25	8.23e-09
seq_1374	SSU-rRNA_Hsa-L72	25	8.23e-09
seq_1380	U2-L975	25	8.23e-09
seq_1387	LSU-rRNA_Hsa-L142	25	8.23e-09
seq_1389	14q(II-18)	25	8.23e-09
seq_1396	E2	25	8.23e-09
seq_1402	U81	25	8.23e-09
seq_1411	hsa-mir-567	25	8.23e-09
seq_1422	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_1427	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_1439	U6-L1128	25	8.23e-09
seq_1439	U6-L480	25	8.23e-09
seq_1442	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_1444	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_1448	U2-L40	25	8.23e-09
seq_1448	U2-L15	25	8.23e-09
seq_1452	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_1487	U1-L9	25	8.23e-09
seq_1487	U1-L6	25	8.23e-09
seq_1495	HY3-L165	25	8.23e-09
seq_1502	E2	25	8.23e-09
seq_1509	U13_-L251	25	8.23e-09
seq_1531	chr6.tRNA102-AlaAGC-tRF3	25	8.23e-09
seq_1536	U13_-L243	25	8.23e-09
seq_1544	U4-L110	25	8.23e-09
seq_1563	chr6.tRNA65-AlaAGC-tRF5	25	8.23e-09
seq_1566	U4-L74	25	8.23e-09
seq_1566	U4-L2	25	8.23e-09
seq_1576	U13_-L251	25	8.23e-09
seq_1579	chr14.tRNA16-TyrGTA-tRF5	25	8.23e-09
seq_1627	U6-L1235	25	8.23e-09
seq_1629	U6-L1235	25	8.23e-09
seq_1629	U6-L362	25	8.23e-09
seq_1640	U13-L70	25	8.23e-09
seq_1644	U6-L889	25	8.23e-09
seq_1659	U6-L1581	25	8.23e-09
seq_1665	BC200-L50	25	8.23e-09
seq_1702	hsa-mir-518d	25	8.23e-09
seq_1702	hsa-mir-518f	25	8.23e-09
seq_1702	hsa-mir-523	25	8.23e-09
seq_1702	hsa-mir-519b	25	8.23e-09
seq_1714	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_1730	hsa-mir-4308	25	8.23e-09
seq_1732	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_1743	hsa-mir-3131	25	8.23e-09
seq_1756	U13_-L243	25	8.23e-09
seq_1771	U13_-L251	25	8.23e-09
seq_1777	U1-L195	25	8.23e-09
seq_1777	U1-L126	25	8.23e-09
seq_1777	U1-L123	25	8.23e-09
seq_1777	U1-L84	25	8.23e-09
seq_1777	U1-L71	25	8.23e-09
seq_1777	U1-L70	25	8.23e-09
seq_1777	U1-L55	25	8.23e-09
seq_1777	U1-L45	25	8.23e-09
seq_1777	U1-L36	25	8.23e-09
seq_1777	U1-L29	25	8.23e-09
seq_1777	U1-L24	25	8.23e-09
seq_1777	U1-L17	25	8.23e-09
seq_1777	U1-L11	25	8.23e-09
seq_1777	U1-L8	25	8.23e-09
seq_1777	U1-L7	25	8.23e-09
seq_1777	U1-L4	25	8.23e-09
seq_1787	U2-L1024	25	8.23e-09
seq_1787	U2-L443	25	8.23e-09
seq_1797	HY4-L136	25	8.23e-09
seq_1797	HY4-L135	25	8.23e-09
seq_1797	HY4-L134	25	8.23e-09
seq_1797	HY4-L133	25	8.23e-09
seq_1797	HY4-L132	25	8.23e-09
seq_1797	HY4-L127	25	8.23e-09
seq_1819	hsa-mir-4512	25	8.23e-09
seq_1820	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_1822	U81	25	8.23e-09
seq_1836	U81	25	8.23e-09
seq_1838	hsa-mir-6133	25	8.23e-09
seq_1844	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_1853	hsa-mir-6133	25	8.23e-09
seq_1868	chr1.tRNA88-PseudoCCT-tRF5	25	8.23e-09
seq_1868	chr1.tRNA96-PseudoCCT-tRF5	25	8.23e-09
seq_1920	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_1921	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_1952	chr6.tRNA65-AlaAGC-tRF5	25	8.23e-09
seq_1958	U6-L28	25	8.23e-09
seq_1965	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_1968	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_1986	U6-L744	25	8.23e-09
seq_2028	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2032	U2-L548	25	8.23e-09
seq_2034	LSU-rRNA_Hsa-L147	25	8.23e-09
seq_2076	U1-L179	25	8.23e-09
seq_2076	U1-L84	25	8.23e-09
seq_2102	U13_-L107	25	8.23e-09
seq_2127	U1-L84	25	8.23e-09
seq_2138	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_2157	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_2165	chr17.tRNA38-AspGTC-tRF3	25	8.23e-09
seq_2183	U13_-L251	25	8.23e-09
seq_2193	HY3-L165	25	8.23e-09
seq_2195	chr1.tRNA88-PseudoCCT-tRF5	25	8.23e-09
seq_2195	chr1.tRNA96-PseudoCCT-tRF5	25	8.23e-09
seq_2238	U5-L35	25	8.23e-09
seq_2242	U6-L1650	25	8.23e-09
seq_2242	U6-L1318	25	8.23e-09
seq_2286	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_2290	hsa-mir-4512	25	8.23e-09
seq_2301	LSU-rRNA_Hsa-L142	25	8.23e-09
seq_2305	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2310	chr1.tRNA43-GlyGCC-tRF3	25	8.23e-09
seq_2310	chr1.tRNA41-GlyGCC-tRF3	25	8.23e-09
seq_2310	chr1.tRNA39-GlyGCC-tRF3	25	8.23e-09
seq_2310	chr1.tRNA37-GlyGCC-tRF3	25	8.23e-09
seq_2310	chr1.tRNA35-GlyGCC-tRF3	25	8.23e-09
seq_2326	U2-L975	25	8.23e-09
seq_2333	U2-L1024	25	8.23e-09
seq_2333	U2-L443	25	8.23e-09
seq_2334	U4-L128	25	8.23e-09
seq_2335	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_2353	chr14.tRNA15-PseudoTAG	25	8.23e-09
seq_2359	HY1-L333	25	8.23e-09
seq_2371	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_2386	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_2394	hsa-mir-6076	25	8.23e-09
seq_2403	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_2418	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2460	hsa-mir-4307	25	8.23e-09
seq_2470	LSU-rRNA_Hsa-L142	25	8.23e-09
seq_2473	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2477	hsa-mir-518d	25	8.23e-09
seq_2493	chr6.tRNA65-AlaAGC-tRF5	25	8.23e-09
seq_2507	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2521	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_2525	hsa-mir-215	25	8.23e-09
seq_2544	U6-L675	25	8.23e-09
seq_2546	U2-L696	25	8.23e-09
seq_2550	U70F	25	8.23e-09
seq_2564	chr1.tRNA68-GlyGCC-tRF5	25	8.23e-09
seq_2569	U70F	25	8.23e-09
seq_2581	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_2591	U13-L70	25	8.23e-09
seq_2597	hsa-mir-567	25	8.23e-09
seq_2611	U6-L1235	25	8.23e-09
seq_2617	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_2626	hsa-mir-4308	25	8.23e-09
seq_2628	HY3-L165	25	8.23e-09
seq_2630	U81	25	8.23e-09
seq_2634	LSU-rRNA_Hsa-L254	25	8.23e-09
seq_2644	hsa-mir-3131	25	8.23e-09
seq_2649	LSU-rRNA_Hsa-L147	25	8.23e-09
seq_2666	U4-L128	25	8.23e-09
seq_2686	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_2690	E2	25	8.23e-09
seq_2695	chr6.tRNA132-ValAAC	25	8.23e-09
seq_2695	chr6.tRNA152-ValCAC	25	8.23e-09
seq_2695	chr6.tRNA37-ValAAC	25	8.23e-09
seq_2695	chr6.tRNA9-ValCAC	25	8.23e-09
seq_2695	chr5.tRNA10-ValCAC	25	8.23e-09
seq_2695	chr5.tRNA12-ValAAC	25	8.23e-09
seq_2695	chr5.tRNA15-ValAAC	25	8.23e-09
seq_2695	chr5.tRNA6-ValCAC	25	8.23e-09
seq_2695	chr5.tRNA5-ValAAC	25	8.23e-09
seq_2695	chr5.tRNA4-ValAAC	25	8.23e-09
seq_2695	chr5.tRNA18-ValCAC	25	8.23e-09
seq_2695	chr5.tRNA2-ValCAC	25	8.23e-09
seq_2695	chr3.tRNA2-ValAAC	25	8.23e-09
seq_2695	chr1.tRNA85-ValCAC	25	8.23e-09
seq_2695	chr1.tRNA98-ValCAC	25	8.23e-09
seq_2713	U81	25	8.23e-09
seq_2739	hsa-mir-509-1	25	8.23e-09
seq_2739	hsa-mir-509-2	25	8.23e-09
seq_2777	U6-L1128	25	8.23e-09
seq_2786	U2-L368	25	8.23e-09
seq_2823	U13_-L243	25	8.23e-09
seq_2832	hsa-mir-376a-1	25	8.23e-09
seq_2846	hsa-mir-4512	25	8.23e-09
seq_2851	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_2857	LSU-rRNA_Hsa-L147	25	8.23e-09
seq_2867	U5-L35	25	8.23e-09
seq_2870	U4-L81	25	8.23e-09
seq_2873	U70F	25	8.23e-09
seq_2878	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_2887	HY1-L377	25	8.23e-09
seq_2903	U1-L84	25	8.23e-09
seq_2905	U6-L1663	25	8.23e-09
seq_2905	U6-L1641	25	8.23e-09
seq_2905	U6-L1636	25	8.23e-09
seq_2905	U6-L1602	25	8.23e-09
seq_2905	U6-L1128	25	8.23e-09
seq_2905	U6-L1014	25	8.23e-09
seq_2905	U6-L780	25	8.23e-09
seq_2905	U6-L313	25	8.23e-09
seq_2905	U6-L227	25	8.23e-09
seq_2919	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_2920	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_2929	HY3-L60	25	8.23e-09
seq_2931	U6-L1128	25	8.23e-09
seq_2935	chr6.tRNA102-AlaAGC-tRF3	25	8.23e-09
seq_2969	U6-L28	25	8.23e-09
seq_2970	U6-L1002	25	8.23e-09
seq_2970	U6-L990	25	8.23e-09
seq_2970	U6-L569	25	8.23e-09
seq_2970	U6-L411	25	8.23e-09
seq_2970	U6-L208	25	8.23e-09
seq_2985	chr1.tRNA86-ArgTCT-tRF5	25	8.23e-09
seq_2986	chr6.tRNA132-ValAAC	25	8.23e-09
seq_2986	chr6.tRNA152-ValCAC	25	8.23e-09
seq_2986	chr6.tRNA37-ValAAC	25	8.23e-09
seq_2986	chr6.tRNA9-ValCAC	25	8.23e-09
seq_2986	chr5.tRNA10-ValCAC	25	8.23e-09
seq_2986	chr5.tRNA12-ValAAC	25	8.23e-09
seq_2986	chr5.tRNA15-ValAAC	25	8.23e-09
seq_2986	chr5.tRNA6-ValCAC	25	8.23e-09
seq_2986	chr5.tRNA5-ValAAC	25	8.23e-09
seq_2986	chr5.tRNA4-ValAAC	25	8.23e-09
seq_2986	chr5.tRNA18-ValCAC	25	8.23e-09
seq_2986	chr5.tRNA2-ValCAC	25	8.23e-09
seq_2986	chr3.tRNA2-ValAAC	25	8.23e-09
seq_2986	chr1.tRNA85-ValCAC	25	8.23e-09
seq_2986	chr1.tRNA98-ValCAC	25	8.23e-09
seq_2996	U6-L1089	25	8.23e-09
seq_2996	U6-L744	25	8.23e-09
seq_2996	U6-L482	25	8.23e-09
seq_3001	chr6.tRNA102-AlaAGC-tRF3	25	8.23e-09
seq_3032	U6-L1466	25	8.23e-09
seq_3069	U1-L179	25	8.23e-09
seq_3069	U1-L71	25	8.23e-09
seq_3069	U1-L70	25	8.23e-09
seq_3069	U1-L45	25	8.23e-09
seq_3069	U1-L33	25	8.23e-09
seq_3069	U1-L29	25	8.23e-09
seq_3069	U1-L24	25	8.23e-09
seq_3069	U1-L14	25	8.23e-09
seq_3069	U1-L11	25	8.23e-09
seq_3069	U1-L8	25	8.23e-09
seq_3069	U1-L7	25	8.23e-09
seq_3069	U1-L4	25	8.23e-09
seq_3116	U1-L84	25	8.23e-09
seq_3130	hsa-mir-4308	25	8.23e-09
seq_3148	hsa-mir-663a	25	8.23e-09
seq_3158	U2-L479	25	8.23e-09
seq_3169	U3-L3	25	8.23e-09
seq_3239	U2-L696	25	8.23e-09
seq_3266	chr6.tRNA65-AlaAGC-tRF5	25	8.23e-09
seq_3277	hsa-mir-6133	25	8.23e-09
seq_3292	U81	25	8.23e-09
seq_3296	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_3310	hsa-mir-4512	25	8.23e-09
seq_3346	chr6.tRNA102-AlaAGC-tRF3	25	8.23e-09
seq_3367	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_3407	hsa-mir-663a	25	8.23e-09
seq_3420	U36A	25	8.23e-09
seq_3421	U1-L195	25	8.23e-09
seq_3421	U1-L126	25	8.23e-09
seq_3421	U1-L123	25	8.23e-09
seq_3421	U1-L84	25	8.23e-09
seq_3421	U1-L71	25	8.23e-09
seq_3421	U1-L70	25	8.23e-09
seq_3421	U1-L55	25	8.23e-09
seq_3421	U1-L45	25	8.23e-09
seq_3421	U1-L36	25	8.23e-09
seq_3421	U1-L29	25	8.23e-09
seq_3421	U1-L24	25	8.23e-09
seq_3421	U1-L17	25	8.23e-09
seq_3421	U1-L11	25	8.23e-09
seq_3421	U1-L8	25	8.23e-09
seq_3421	U1-L7	25	8.23e-09
seq_3421	U1-L4	25	8.23e-09
seq_3444	U4-L74	25	8.23e-09
seq_3444	U4-L2	25	8.23e-09
seq_3448	BC200-L50	25	8.23e-09
seq_3452	SSU-rRNA_Hsa-L74	25	8.23e-09
seq_3463	U1-L84	25	8.23e-09
seq_3466	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_3472	U6-L1663	25	8.23e-09
seq_3472	U6-L1646	25	8.23e-09
seq_3472	U6-L1641	25	8.23e-09
seq_3472	U6-L1579	25	8.23e-09
seq_3472	U6-L1469	25	8.23e-09
seq_3472	U6-L1466	25	8.23e-09
seq_3472	U6-L1313	25	8.23e-09
seq_3472	U6-L1245	25	8.23e-09
seq_3472	U6-L1211	25	8.23e-09
seq_3472	U6-L1039	25	8.23e-09
seq_3472	U6-L999	25	8.23e-09
seq_3472	U6-L944	25	8.23e-09
seq_3472	U6-L942	25	8.23e-09
seq_3472	U6-L895	25	8.23e-09
seq_3472	U6-L885	25	8.23e-09
seq_3472	U6-L869	25	8.23e-09
seq_3472	U6-L762	25	8.23e-09
seq_3472	U6-L754	25	8.23e-09
seq_3472	U6-L750	25	8.23e-09
seq_3472	U6-L702	25	8.23e-09
seq_3472	U6-L394	25	8.23e-09
seq_3472	U6-L344	25	8.23e-09
seq_3472	U6-L334	25	8.23e-09
seq_3472	U6-L279	25	8.23e-09
seq_3472	U6-L224	25	8.23e-09
seq_3472	U6-L219	25	8.23e-09
seq_3472	U6-L202	25	8.23e-09
seq_3472	U6-L178	25	8.23e-09
seq_3472	U6-L168	25	8.23e-09
seq_3472	U6-L138	25	8.23e-09
seq_3472	U6-L120	25	8.23e-09
seq_3495	U70F	25	8.23e-09
seq_3495	U70G	25	8.23e-09
seq_3496	hsa-mir-4512	25	8.23e-09
seq_3506	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_3518	chr1.tRNA43-GlyGCC-tRF3	25	8.23e-09
seq_3518	chr1.tRNA41-GlyGCC-tRF3	25	8.23e-09
seq_3518	chr1.tRNA39-GlyGCC-tRF3	25	8.23e-09
seq_3518	chr1.tRNA37-GlyGCC-tRF3	25	8.23e-09
seq_3518	chr1.tRNA35-GlyGCC-tRF3	25	8.23e-09
seq_3523	U5-L144	25	8.23e-09
seq_3523	U5-L35	25	8.23e-09
seq_3531	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_3538	U1-L71	25	8.23e-09
seq_3538	U1-L70	25	8.23e-09
seq_3538	U1-L47	25	8.23e-09
seq_3538	U1-L45	25	8.23e-09
seq_3538	U1-L43	25	8.23e-09
seq_3538	U1-L38	25	8.23e-09
seq_3538	U1-L11	25	8.23e-09
seq_3538	U1-L8	25	8.23e-09
seq_3538	U1-L7	25	8.23e-09
seq_3538	U1-L4	25	8.23e-09
seq_3566	chr1.tRNA43-GlyGCC-tRF3	25	8.23e-09
seq_3566	chr1.tRNA41-GlyGCC-tRF3	25	8.23e-09
seq_3566	chr1.tRNA39-GlyGCC-tRF3	25	8.23e-09
seq_3566	chr1.tRNA37-GlyGCC-tRF3	25	8.23e-09
seq_3566	chr1.tRNA35-GlyGCC-tRF3	25	8.23e-09
seq_3584	U13_-L107	25	8.23e-09
seq_3600	U5-L144	25	8.23e-09
seq_3600	U5-L35	25	8.23e-09
seq_3605	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_3623	U4-L128	25	8.23e-09
seq_3629	U4-L41	25	8.23e-09
seq_3644	U6-L1235	25	8.23e-09
seq_3673	U13_-L107	25	8.23e-09
seq_3681	U81	25	8.23e-09
seq_3705	hsa-mir-518d	25	8.23e-09
seq_3712	U13-L70	25	8.23e-09
seq_3725	hsa-mir-4512	25	8.23e-09
seq_3733	U2-L300	25	8.23e-09
seq_3774	U81	25	8.23e-09
seq_3779	HY1-L377	25	8.23e-09
seq_3786	chr14.tRNA16-TyrGTA-tRF5	25	8.23e-09
seq_3789	U4-L147	25	8.23e-09
seq_3789	U4-L96	25	8.23e-09
seq_3789	U4-L41	25	8.23e-09
seq_3789	U4-L40	25	8.23e-09
seq_3792	hsa-mir-3064	25	8.23e-09
seq_3809	U4-L128	25	8.23e-09
seq_3813	U6-L1613	25	8.23e-09
seq_3813	U6-L1590	25	8.23e-09
seq_3813	U6-L1533	25	8.23e-09
seq_3813	U6-L1437	25	8.23e-09
seq_3813	U6-L1418	25	8.23e-09
seq_3813	U6-L1404	25	8.23e-09
seq_3813	U6-L1190	25	8.23e-09
seq_3813	U6-L1112	25	8.23e-09
seq_3813	U6-L859	25	8.23e-09
seq_3813	U6-L803	25	8.23e-09
seq_3813	U6-L569	25	8.23e-09
seq_3813	U6-L411	25	8.23e-09
seq_3813	U6-L186	25	8.23e-09
seq_3813	U6-L174	25	8.23e-09
seq_3822	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_3858	U13_-L251	25	8.23e-09
seq_3859	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_3909	U6-L1581	25	8.23e-09
seq_3915	U2-L975	25	8.23e-09
seq_3956	U13_-L243	25	8.23e-09
seq_3970	chr14.tRNA16-TyrGTA-tRF5	25	8.23e-09
seq_3974	U13_-L107	25	8.23e-09
seq_3987	chr6.tRNA171-MetCAT-tRF3	25	8.23e-09
seq_3988	chr1.tRNA71-GluCTC-tRF3	25	8.23e-09
seq_3988	chr1.tRNA74-GluCTC-tRF3	25	8.23e-09
seq_3988	chr1.tRNA77-GluCTC-tRF3	25	8.23e-09
seq_3988	chr1.tRNA80-GluCTC-tRF3	25	8.23e-09
seq_4004	U6-L674	25	8.23e-09
seq_4018	HY3-L165	25	8.23e-09
seq_4077	U13_-L140	25	8.23e-09
seq_4078	U13_-L140	25	8.23e-09
seq_4083	chr1.tRNA71-GluCTC-tRF3	25	8.23e-09
seq_4083	chr1.tRNA74-GluCTC-tRF3	25	8.23e-09
seq_4083	chr1.tRNA77-GluCTC-tRF3	25	8.23e-09
seq_4083	chr1.tRNA80-GluCTC-tRF3	25	8.23e-09
seq_4096	hsa-mir-518d	25	8.23e-09
seq_4096	hsa-mir-520c	25	8.23e-09
seq_4102	hsa-mir-3064	25	8.23e-09
seq_4104	U2-L696	25	8.23e-09
seq_4118	U13_-L140	25	8.23e-09
seq_4132	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_4133	chr1.tRNA71-GluCTC-tRF3	25	8.23e-09
seq_4133	chr1.tRNA74-GluCTC-tRF3	25	8.23e-09
seq_4133	chr1.tRNA77-GluCTC-tRF3	25	8.23e-09
seq_4133	chr1.tRNA80-GluCTC-tRF3	25	8.23e-09
seq_4134	U6-L674	25	8.23e-09
seq_4141	U4-L128	25	8.23e-09
seq_4172	HY3-L165	25	8.23e-09
seq_4184	U13_-L140	25	8.23e-09
seq_4211	LSU-rRNA_Hsa-L62	25	8.23e-09
seq_4239	hsa-mir-548f-2	25	8.23e-09
seq_4255	U13_-L140	25	8.23e-09
seq_4263	HY1-L377	25	8.23e-09
seq_4269	hsa-mir-518d	25	8.23e-09
seq_4288	U13_-L243	25	8.23e-09
seq_4298	HY1-L377	25	8.23e-09
seq_4318	hsa-mir-4308	25	8.23e-09
seq_4324	U6-L1128	25	8.23e-09
seq_4397	chr6.tRNA62-SerGCT-tRF3	25	8.23e-09
seq_4425	chr1.tRNA16-HisGTG-tRF3	25	8.23e-09
seq_4435	U2-L368	25	8.23e-09
seq_4439	U83B	25	8.23e-09
seq_4470	U13_-L243	25	8.23e-09
seq_4473	U4-L74	25	8.23e-09
seq_4473	U4-L2	25	8.23e-09
seq_4493	chr16.tRNA19-GlyGCC-tRF5	25	8.23e-09
seq_4494	U1-L71	25	8.23e-09
seq_4494	U1-L70	25	8.23e-09
seq_4494	U1-L45	25	8.23e-09
seq_4494	U1-L43	25	8.23e-09
seq_4494	U1-L40	25	8.23e-09
seq_4494	U1-L11	25	8.23e-09
seq_4494	U1-L8	25	8.23e-09
seq_4494	U1-L7	25	8.23e-09
seq_4494	U1-L4	25	8.23e-09
seq_4569	chr1.tRNA71-GluCTC-tRF3	25	8.23e-09
seq_4569	chr1.tRNA74-GluCTC-tRF3	25	8.23e-09
seq_4569	chr1.tRNA77-GluCTC-tRF3	25	8.23e-09
seq_4569	chr1.tRNA80-GluCTC-tRF3	25	8.23e-09
seq_4589	U6-L674	25	8.23e-09
seq_4757	chr1.tRNA71-GluCTC-tRF3	25	8.23e-09
seq_4757	chr1.tRNA74-GluCTC-tRF3	25	8.23e-09
seq_4757	chr1.tRNA77-GluCTC-tRF3	25	8.23e-09
seq_4757	chr1.tRNA80-GluCTC-tRF3	25	8.23e-09
seq_4775	U13-L70	25	8.23e-09
seq_4832	U13_-L140	25	8.23e-09
seq_4983	hsa-mir-601	25	8.23e-09
seq_5083	U2-L695	25	8.23e-09
seq_5084	chr20.tRNA3-PseudoCAC-tRF3	25	8.23e-09
seq_5085	U6-L1449	25	8.23e-09
seq_5085	U6-L1035	25	8.23e-09
seq_5085	U6-L956	25	8.23e-09
seq_5085	U6-L389	25	8.23e-09
seq_5085	U6-L200	25	8.23e-09
seq_5086	U6-L1243	25	8.23e-09
seq_5087	U6-L1146	25	8.23e-09
seq_5088	U2-L882	25	8.23e-09
seq_5089	LSU-rRNA_Hsa-L388	25	8.23e-09
seq_5089	LSU-rRNA_Hsa-L383	25	8.23e-09
seq_5090	BC200-L118	25	8.23e-09
seq_5090	BC200-L32	25	8.23e-09
seq_5092	chr20.tRNA3-PseudoCAC-tRF3	25	8.23e-09
seq_5093	chr1.tRNA66-LeuCAA-tRF5	25	8.23e-09
seq_5093	chr1.tRNA67-LeuCAG-tRF5	25	8.23e-09
seq_5094	chr6.tRNA124-ArgTCG-tRF3	25	8.23e-09
seq_5097	U6-L1449	25	8.23e-09
seq_5097	U6-L956	25	8.23e-09
seq_5097	U6-L762	25	8.23e-09
seq_5098	U6-L801	25	8.23e-09
seq_5099	U1-L58	25	8.23e-09
seq_5100	HY3-L348	25	8.23e-09
seq_5102	U5-L98	25	8.23e-09
seq_5104	chr11.tRNA7-PseudoCCT-tRF3	25	8.23e-09
seq_5109	U2-L882	25	8.23e-09
seq_5110	U5-L112	25	8.23e-09
seq_5111	U6-L1506	25	8.23e-09
seq_5112	chr6.tRNA172-SerTGA-tRF5	25	8.23e-09
seq_5113	chr6.tRNA90-AlaAGC-tRF5	25	8.23e-09
seq_5113	chr6.tRNA159-AlaAGC-tRF5	25	8.23e-09
seq_5113	chr6.tRNA19-AlaAGC-tRF3	25	8.23e-09
seq_5114	chr6.tRNA66-AlaTGC-tRF5	25	8.23e-09
seq_5117	chr6.tRNA66-AlaTGC-tRF5	25	8.23e-09
seq_5118	U6-L1468	25	8.23e-09
seq_5118	U6-L1449	25	8.23e-09
seq_5118	U6-L1399	25	8.23e-09
seq_5118	U6-L956	25	8.23e-09
seq_5118	U6-L898	25	8.23e-09
seq_5118	U6-L657	25	8.23e-09
seq_5118	U6-L505	25	8.23e-09
seq_5118	U6-L504	25	8.23e-09
seq_5118	U6-L413	25	8.23e-09
seq_5118	U6-L367	25	8.23e-09
seq_5118	U6-L291	25	8.23e-09
seq_5118	U6-L280	25	8.23e-09
seq_5118	U6-L237	25	8.23e-09
seq_5118	U6-L219	25	8.23e-09
seq_5119	U6-L1156	25	8.23e-09
seq_5119	U6-L1028	25	8.23e-09
seq_5119	U6-L700	25	8.23e-09
seq_5120	HY3-L348	25	8.23e-09
seq_5124	U6-L1637	25	8.23e-09
seq_5128	U6-L234	25	8.23e-09
seq_5129	U6-L1449	25	8.23e-09
seq_5129	U6-L956	25	8.23e-09
seq_5129	U6-L762	25	8.23e-09
seq_5130	U2-L1014	25	8.23e-09
seq_5130	U2-L999	25	8.23e-09
seq_5130	U2-L883	25	8.23e-09
seq_5130	U2-L826	25	8.23e-09
seq_5130	U2-L779	25	8.23e-09
seq_5130	U2-L750	25	8.23e-09
seq_5130	U2-L584	25	8.23e-09
seq_5130	U2-L332	25	8.23e-09
seq_5130	U2-L117	25	8.23e-09
seq_5130	U2-L90	25	8.23e-09
seq_5133	chr6.tRNA66-AlaTGC-tRF5	25	8.23e-09
seq_5135	U2-L826	25	8.23e-09
seq_5135	U2-L584	25	8.23e-09
seq_5135	U2-L332	25	8.23e-09
seq_5137	chr7.tRNA24-PseudoGTA-tRF3	25	8.23e-09
seq_5139	U5-L112	25	8.23e-09
seq_5148	chr6.tRNA76-LysTTT	25	8.23e-09
seq_5148	chr6.tRNA143-LysTTT	25	8.23e-09
seq_5148	chr6.tRNA149-LysTTT	25	8.23e-09
seq_5148	chr17.tRNA2-LysTTT	25	8.23e-09
seq_5148	chr16.tRNA23-LysTTT	25	8.23e-09
seq_5148	chr14.tRNA12-PseudoTTT	25	8.23e-09
seq_5148	chr12.tRNA1-LysTTT	25	8.23e-09
seq_5148	chr11.tRNA11-LysTTT	25	8.23e-09
seq_5148	chr11.tRNA14-LysTTT	25	8.23e-09
seq_5148	chr11.tRNA5-LysTTT	25	8.23e-09
